Duration__in_seconds_,ResponseId,RIASEC_1,RIASEC_2,RIASEC_3,RIASEC_4,RIASEC_5,RIASEC_6,RIASEC_7,RIASEC_8,RIASEC_9,RIASEC_10,RIASEC_11,RIASEC_12,RIASEC_13,RIASEC_14,RIASEC_15,RIASEC_16,RIASEC_17,RIASEC_18,RIASEC_19,RIASEC_20,RIASEC_21,RIASEC_22,RIASEC_23,RIASEC_24,RIASEC_25,RIASEC_26,RIASEC_27,RIASEC_28,RIASEC_29,RIASEC_30,RIASEC_31,RIASEC_32,RIASEC_33,RIASEC_34,RIASEC_35,RIASEC_36,RIASEC_37,RIASEC_38,RIASEC_39,RIASEC_40,RIASEC_41,RIASEC_42,RIASEC_43,RIASEC_44,RIASEC_45,RIASEC_46,RIASEC_47,RIASEC_48,RIASEC_49,RIASEC_50,RIASEC_51,RIASEC_52,RIASEC_53,RIASEC_54,RIASEC_55,RIASEC_56,RIASEC_57,RIASEC_58,RIASEC_59,RIASEC_60,NARC_1,NARC_2,NARC_3,NARC_4,NARC_5,NARC_6,NARC_7,NARC_8,NARC_9,NARC_10,NARC_11,NARC_12,NARC_13,NARC_14,NARC_15,NARC_16,NARC_17,NARC_18,Voc_Interests_5_R,Voc_Interests_7_R,Voc_Interests_11_R,Voc_Interests_13_R,Voc_Interests_15_R,Voc_Interests_24_R,Voc_Interests_27_R,Voc_Interests_34_R,Voc_Interests_51_R,Voc_Interests_9_I,Voc_Interests_10_I,Voc_Interests_14_I,Voc_Interests_21_I,Voc_Interests_25_I,Voc_Interests_29_I,Voc_Interests_32_I,Voc_Interests_39_I,Voc_Interests_52_I,Voc_Interests_2_A,Voc_Interests_3_A,Voc_Interests_6_A,Voc_Interests_19_A,Voc_Interests_22_A,Voc_Interests_30_A,Voc_Interests_38_A,Voc_Interests_44_A,Voc_Interests_54_A,Voc_Interests_16_S,Voc_Interests_23_S,Voc_Interests_35_S,Voc_Interests_43_S,Voc_Interests_45_S,Voc_Interests_46_S,Voc_Interests_47_S,Voc_Interests_48_S,Voc_Interests_53_S,Voc_Interests_18_E,Voc_Interests_26_E,Voc_Interests_28_E,Voc_Interests_31_E,Voc_Interests_33_E,Voc_Interests_37_E,Voc_Interests_41_E,Voc_Interests_42_E,Voc_Interests_50_E,Voc_Interests_1_C,Voc_Interests_4_C,Voc_Interests_8_C,Voc_Interests_12_C,Voc_Interests_17_C,Voc_Interests_20_C,Voc_Interests_36_C,Voc_Interests_40_C,Voc_Interests_49_C,WV1_achievement,WV6_achievement,WV4_status,WV5_status,WV12_status,WV8_altruism,WV11_altruism,WV15_altruism,WV2_safety,WV16_safety,WV17_safety,WV3_comfort,WV7_comfort,WV10_comfort,WV14_comfort,WV18_comfort,WV19_comfort,WV9_autonomy,WV13_autonomy,WV20_autonomy,Ethnicity,Work_status,Edu,Income,Age,Gender
663,R_12AtM6jOi0UTf95,2,2,2,2,2,1,2,2,2,3,2,2,3,3,2,3,3,3,2,2,1,2,1,2,3,2,2,1,1,2,1,3,2,2,3,2,2,2,1,3,2,2,2,2,4,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,1,1,1,2,1,1,1,5,2,1,2,1,1,1,1,1,1,3,2,2,3,2,3,3,4,1,3,2,2,2,3,4,2,4,4,2,2,2,2,2,2,4,2,2,3,2,2,2,4,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,3,2,2,1,2,2,4,4,5,2,5,4,5,2,6,4,3,4,6,6,7,3,5,6,7,3,1,12,6,5,66,0
663,R_bHDf7NeW1GtRcd3,1,2,2,3,2,1,2,2,2,1,2,3,1,2,1,2,3,2,2,1,1,1,1,1,2,1,3,1,1,3,3,3,3,3,3,4,2,3,2,3,3,2,1,3,3,3,1,2,2,3,1,2,2,2,2,3,2,3,3,3,4,2,2,4,4,3,4,3,5,2,1,2,3,3,2,1,2,1,1,2,1,2,3,1,2,1,1,2,3,2,2,2,1,1,2,2,1,3,1,2,1,2,3,3,2,4,3,4,1,4,5,3,3,1,3,4,4,3,1,4,3,4,3,2,1,3,4,2,2,3,3,2,6,5,4,4,3,5,7,6,7,6,5,4,6,3,7,4,6,5,5,5,1,12,4,4,44,0
664,R_1IGmws3RLfHrqYs,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,4,3,2,3,3,2,3,2,3,4,3,4,4,2,4,3,3,3,4,4,1,3,2,3,3,2,3,3,3,3,2,4,2,2,2,2,2,2,2,3,4,3,4,4,4,4,4,4,4,3,2,3,3,3,3,3,4,3,1,1,1,1,5,1,1,2,2,3,2,1,2,3,3,2,2,3,5,3,1,5,5,4,4,4,5,4,5,2,2,5,5,3,4,3,4,2,4,3,4,3,4,4,2,2,2,2,1,3,3,3,2,2,6,6,4,6,5,5,6,6,6,5,5,6,4,3,6,6,5,6,5,5,1,12,6,3,24,1
666,R_3rX8wBttzn6PkFr,2,2,1,1,2,1,3,2,3,1,3,3,3,3,3,2,3,2,3,3,3,4,4,3,3,3,2,2,3,4,3,1,3,2,3,1,1,1,1,1,4,2,1,3,4,1,1,3,2,2,3,2,4,4,1,3,1,2,1,1,5,2,2,4,5,4,3,3,4,3,2,3,2,2,3,2,5,2,1,1,1,1,3,1,1,3,1,3,2,4,3,1,3,2,3,1,1,4,4,1,3,3,4,1,3,1,2,2,1,1,1,1,1,3,2,4,2,1,1,2,1,3,4,3,4,3,1,2,1,3,1,1,6,5,6,4,6,6,4,2,6,6,6,4,6,3,6,4,7,6,6,6,6,12,4,6,42,1
669,R_3MEEEtcNtKAjDw6,3,2,2,1,3,1,1,1,1,1,1,1,3,3,3,1,1,3,1,3,4,3,1,3,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,3,1,1,1,4,1,1,1,1,1,3,1,3,3,1,1,1,1,1,1,4,2,3,4,4,2,4,1,4,2,1,1,1,1,2,2,4,1,5,1,2,4,4,1,1,1,1,4,4,5,1,1,4,1,1,1,1,1,2,1,1,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,4,5,7,7,6,7,7,7,5,7,4,7,3,7,7,7,7,1,12,6,5,34,0
673,R_UPFpIo0i4jqEaOZ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,4,3,2,4,1,2,2,1,1,1,2,1,3,1,4,3,2,2,3,1,2,3,4,4,3,1,2,2,3,4,2,3,1,3,3,2,3,3,3,3,4,1,3,4,5,4,5,4,6,2,1,2,1,1,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,1,2,1,1,1,1,4,4,1,2,1,1,2,5,5,2,1,1,4,1,1,1,1,4,5,3,4,4,3,4,1,4,4,1,1,4,1,5,4,4,1,5,7,7,7,6,7,7,7,6,7,7,7,7,7,6,7,7,7,6,7,7,1,12,3,3,72,1
678,R_6lrbXTOHyLnafJv,2,2,2,4,3,1,4,2,3,3,1,2,2,3,3,2,2,3,2,3,3,3,2,2,3,2,3,2,1,4,4,2,2,3,3,3,2,3,3,1,3,4,3,3,3,2,2,3,3,4,3,2,3,1,3,1,3,2,3,2,4,2,5,3,6,4,5,2,5,1,2,2,4,4,2,2,1,1,4,2,2,3,4,2,3,3,2,5,4,4,2,2,4,4,4,4,5,4,3,5,4,3,4,2,5,3,1,3,1,2,4,2,4,2,4,4,4,2,2,5,3,2,3,4,4,4,2,2,4,4,2,2,6,7,7,6,7,6,6,5,7,7,7,5,6,3,7,4,7,5,6,6,4,12,2,1,33,0
679,R_2yf4ePTzxv8rZnl,2,3,2,4,2,1,2,2,2,1,2,3,2,3,2,2,3,3,2,3,2,1,1,2,2,2,2,1,1,3,2,2,2,1,3,1,2,1,2,1,1,1,1,2,3,1,1,2,2,1,2,3,3,3,3,2,3,2,3,3,3,1,2,2,4,2,2,2,3,3,1,2,4,3,4,2,5,2,1,4,4,3,3,4,2,3,2,4,4,2,3,1,5,4,3,4,1,2,3,2,3,3,4,2,2,1,2,2,2,2,2,2,2,1,1,1,3,2,2,2,1,1,1,4,2,2,4,1,2,2,4,1,4,5,6,3,5,6,6,5,7,5,6,5,6,5,7,5,7,4,4,4,1,12,3,2,27,0
681,R_2rZxi0KOwD3i1eb,2,2,1,1,1,1,2,2,2,2,3,3,4,3,4,3,2,4,2,4,4,4,4,3,4,4,4,4,4,3,2,3,1,3,3,2,4,3,2,1,2,2,1,2,3,2,2,2,2,2,2,3,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,3,1,1,4,1,2,1,2,4,5,1,2,4,1,5,5,1,1,4,5,3,4,5,4,1,5,4,5,4,5,4,5,4,2,4,4,2,4,5,4,1,1,2,1,1,2,1,2,2,2,1,1,1,2,2,1,1,1,2,6,7,6,5,2,6,7,7,7,6,6,7,6,6,7,4,7,6,6,5,1,12,3,3,56,1
681,R_RbnhbZZKdyjBzAR,3,1,3,1,4,1,1,2,2,2,3,2,3,2,2,3,4,3,3,2,4,4,4,3,4,3,4,1,4,4,1,1,1,1,2,1,1,1,1,1,2,1,1,2,3,1,2,1,1,1,3,2,3,1,1,1,1,1,1,1,5,2,4,1,5,4,2,2,5,3,1,1,1,1,1,1,4,1,5,3,1,3,4,4,1,3,1,3,2,5,1,3,3,1,3,1,4,1,4,3,4,4,4,1,5,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,3,1,2,1,1,1,1,1,7,7,7,4,7,7,7,5,7,7,7,4,7,2,7,3,7,7,7,7,1,12,5,7,40,0
683,R_2fGIBITR5oITRdL,1,1,1,1,1,1,1,1,1,1,3,1,2,3,2,2,3,3,2,3,1,1,1,1,3,1,1,1,1,2,1,1,1,1,3,3,1,1,3,1,3,1,1,1,1,1,1,1,1,1,2,2,1,3,2,3,2,2,2,2,2,1,1,1,4,2,1,1,3,2,1,1,1,1,1,1,4,1,1,1,1,1,2,2,1,1,1,4,2,5,4,4,3,2,4,4,1,1,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,2,1,1,1,2,1,1,6,4,5,2,2,7,7,5,7,7,7,3,6,7,7,2,7,4,4,6,1,12,7,2,40,0
684,R_bHj2Iar3Y2GD4nT,1,1,1,3,3,2,2,2,3,3,4,3,3,3,3,3,4,3,3,4,4,3,3,3,4,1,4,2,2,4,3,2,1,1,2,2,2,1,2,1,3,1,1,2,3,2,3,2,1,2,3,2,4,2,2,1,2,1,1,2,4,1,2,2,3,2,5,2,5,1,6,1,1,1,1,1,2,1,5,2,1,2,4,2,4,2,1,5,3,4,4,1,3,4,4,3,4,2,2,5,5,4,3,3,5,3,2,1,1,1,1,1,1,1,1,3,1,2,4,1,1,2,1,2,3,2,1,2,3,1,1,1,7,7,7,2,6,6,7,5,7,5,6,6,7,3,6,5,7,7,6,5,1,12,3,4,23,0
690,R_XiI7CWTHkt87ogp,2,1,1,1,2,1,2,1,2,2,2,3,1,2,2,2,3,2,2,2,4,4,4,4,4,4,4,3,3,4,3,4,4,2,4,2,4,3,4,4,3,3,3,2,3,2,2,4,3,3,4,4,4,2,3,4,3,3,3,3,1,1,3,2,5,1,2,1,4,1,2,1,1,2,1,2,4,2,1,2,1,2,1,1,2,1,1,1,4,3,4,3,3,4,2,3,3,4,4,4,5,3,2,4,5,4,4,4,3,5,5,5,5,4,3,3,4,2,3,3,2,2,4,2,1,4,1,5,5,5,4,4,6,5,4,5,4,4,4,5,7,5,4,5,5,5,5,6,7,6,6,6,1,12,4,3,36,1
690,R_2wAAu5v7dO8WYOV,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,3,1,2,3,3,4,4,3,3,3,3,4,3,3,2,3,3,3,4,3,4,3,4,2,3,2,3,2,3,2,1,2,2,2,3,3,2,2,3,2,2,2,3,3,1,1,4,2,5,3,1,1,5,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,2,1,3,2,2,2,1,1,2,4,5,2,1,4,4,2,5,2,4,4,4,2,4,4,4,4,4,2,1,2,2,1,2,4,4,4,5,1,2,2,1,4,2,4,2,2,6,6,4,2,5,4,7,5,7,6,6,4,6,3,6,3,7,4,6,6,1,12,4,3,28,1
694,R_rr3QTP4iNAclA0p,1,1,2,2,2,1,2,2,2,2,3,3,2,2,2,3,2,3,2,3,3,3,2,3,3,3,2,2,2,2,3,4,2,3,3,1,3,3,2,1,2,2,2,3,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,5,4,4,2,5,4,1,1,2,2,1,2,3,1,2,2,1,1,3,2,2,3,1,3,4,3,2,4,3,4,2,4,2,2,3,2,2,4,3,2,3,4,2,3,3,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,6,4,6,4,4,6,7,6,7,6,7,3,7,3,7,4,7,4,6,5,1,12,5,2,23,1
696,R_2xF3Unvr5oHkYaw,3,3,3,4,4,4,3,4,4,3,3,4,4,4,4,4,3,3,4,4,1,4,4,1,3,1,1,1,3,4,3,3,3,3,3,4,3,1,2,3,4,4,3,3,4,4,3,3,4,3,4,3,4,4,3,4,4,4,4,3,4,1,4,3,5,2,5,2,5,3,1,1,4,4,3,4,2,1,5,4,4,2,5,5,4,2,5,5,4,5,4,4,4,4,4,5,2,2,2,4,4,2,4,1,1,2,4,4,2,4,4,4,4,4,4,5,5,4,5,4,5,4,5,4,5,4,5,4,5,5,5,5,6,6,6,3,5,7,7,7,6,7,7,3,7,5,7,6,6,6,7,7,1,12,3,2,37,0
696,R_ZmlS2erbt397v5n,3,3,2,3,2,1,2,1,1,3,3,4,2,4,3,3,3,2,3,3,4,3,2,2,4,3,4,2,1,4,3,4,2,3,4,4,3,4,4,4,1,1,1,4,3,1,1,3,2,2,1,4,1,1,1,1,3,3,2,4,2,1,5,2,5,1,5,2,1,4,1,1,5,5,4,4,6,2,1,1,1,1,5,1,1,1,1,4,5,1,1,1,5,1,1,4,1,4,2,1,5,1,1,5,5,4,4,3,1,5,2,2,5,4,2,1,1,1,1,1,2,2,2,1,2,1,2,4,1,1,3,2,4,7,7,2,4,7,7,7,6,4,4,7,7,7,7,4,7,7,7,7,1,12,6,2,36,1
699,R_31Mg2A9XA7cw3Na,2,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,4,3,4,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,4,2,1,2,1,2,3,3,3,3,3,3,3,3,3,3,2,1,2,2,4,2,3,2,2,5,2,2,4,4,3,3,3,2,4,4,3,3,3,4,3,4,3,4,4,4,3,4,4,3,4,3,2,2,4,2,2,2,4,2,2,2,1,2,3,2,1,2,2,1,1,2,3,2,1,2,2,1,2,3,3,2,2,1,1,1,3,1,6,6,6,6,6,6,6,4,7,6,4,6,6,4,6,6,5,6,6,6,6,12,7,6,45,0
700,R_1JEC2lCALpkz3V5,3,2,3,2,2,1,3,3,3,3,4,4,4,4,4,4,3,4,4,4,3,4,3,2,3,3,3,1,2,3,2,1,3,1,3,2,2,2,1,3,2,1,1,3,2,2,2,1,2,1,4,2,3,2,2,2,2,2,2,1,3,1,2,4,4,2,4,3,5,2,1,2,1,1,1,2,2,1,4,3,3,3,4,4,3,4,2,5,5,5,2,2,5,4,5,2,3,2,5,2,3,3,3,3,4,2,3,2,1,4,2,2,3,2,1,2,3,2,2,3,2,1,2,2,4,2,3,2,2,2,3,2,7,4,6,5,5,6,7,4,6,6,5,4,7,3,6,3,7,6,5,6,1,12,3,5,51,0
704,R_1JIQ6Eg3bivBQJ8,2,1,2,1,2,1,2,1,3,1,2,3,1,3,1,1,1,1,2,2,2,4,4,1,3,3,1,2,3,2,1,4,2,1,3,2,3,1,2,1,3,2,1,2,3,2,2,3,1,3,3,2,3,3,3,2,3,2,3,3,2,1,5,2,5,2,3,1,6,1,1,1,1,1,1,1,3,1,2,1,1,1,4,1,2,1,1,2,3,1,2,4,2,2,1,2,2,1,4,1,1,2,4,4,1,4,1,2,4,1,4,1,1,1,1,1,1,2,1,1,2,2,5,1,2,3,1,4,4,4,4,4,4,4,6,1,6,6,6,4,7,7,7,6,7,7,6,7,7,4,7,7,1,12,4,3,25,1
704,R_2TF4dZXIIjpOzra,4,1,4,2,2,1,1,4,2,1,3,3,4,2,3,3,3,4,3,3,4,1,1,4,3,3,4,1,1,3,1,1,1,1,1,1,1,1,3,4,1,1,1,1,3,1,1,1,1,1,1,2,1,3,1,2,1,1,2,1,4,1,4,2,5,2,5,2,4,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,4,5,1,1,1,1,2,4,1,4,1,4,1,3,2,4,4,5,4,1,1,1,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,2,2,7,7,2,7,7,7,6,7,7,7,7,7,7,7,7,1,12,2,2,30,0
704,R_3O6Oful0J3jXPJf,3,2,3,1,3,1,2,3,3,2,2,3,3,3,2,3,3,1,3,1,3,2,1,3,3,3,2,1,1,2,2,3,3,2,2,2,2,1,1,2,3,2,2,3,3,1,2,2,2,2,4,3,3,4,3,3,3,3,3,2,3,1,3,3,4,3,2,2,4,2,1,2,3,2,1,4,5,3,3,3,3,3,4,2,3,4,1,2,2,4,2,2,3,3,4,3,1,2,3,3,3,4,4,3,4,2,2,3,1,2,2,3,2,1,2,4,3,2,1,3,2,2,2,4,2,4,3,3,1,4,3,1,6,6,5,3,5,6,7,4,6,6,5,4,6,5,6,5,6,5,6,7,1,12,4,6,50,1
706,R_ZfXVHlTlZq41BKh,2,1,1,1,3,1,3,2,2,1,3,1,2,2,2,2,2,3,3,2,3,4,4,1,3,1,3,1,3,3,4,3,4,3,3,4,2,3,1,1,4,4,2,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,6,1,4,3,6,5,1,2,2,3,2,2,5,2,1,1,1,1,2,1,1,1,1,2,2,4,5,4,2,2,1,1,4,4,2,4,5,2,2,2,4,4,2,4,2,1,1,2,1,2,4,5,5,4,5,5,4,5,4,4,1,4,2,2,2,2,2,1,7,7,7,6,5,7,7,5,7,6,7,5,7,1,7,3,7,4,6,4,1,12,3,6,56,0
708,R_3fJJbAx9wwZPgCM,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,5,1,1,1,2,2,1,2,5,5,5,1,5,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,4,2,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,7,3,7,7,7,2,7,7,6,6,7,6,7,5,7,5,6,6,1,12,4,2,44,1
716,R_4H2Uhpke6rh9r8Z,1,2,2,3,2,2,1,2,1,2,2,3,2,3,2,1,2,2,2,2,3,3,1,3,3,3,3,1,2,3,2,3,1,1,3,2,2,1,2,1,2,2,2,1,2,1,2,3,3,2,2,2,2,3,2,1,1,3,3,3,4,1,2,1,4,4,2,2,4,4,2,2,2,2,2,1,4,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,5,1,4,1,1,1,4,1,1,6,6,4,2,6,4,5,4,7,6,7,2,6,7,7,3,7,6,6,7,6,12,4,3,31,1
718,R_1n0ao0ZpCZoskvU,2,2,2,3,3,2,2,2,4,2,3,3,2,4,2,2,3,2,4,3,3,3,3,3,4,2,4,2,3,4,2,2,2,2,2,3,2,2,1,1,3,2,1,4,3,2,2,4,1,1,3,3,2,3,2,3,3,2,3,2,4,3,3,2,5,3,3,2,4,2,1,2,4,4,3,4,5,4,2,1,1,1,2,3,2,3,1,4,2,5,4,2,3,3,4,3,4,4,4,4,4,4,5,2,4,1,2,2,3,1,2,2,1,1,2,4,3,2,3,2,2,3,2,4,2,2,1,3,2,1,2,2,6,6,7,4,7,7,7,5,7,6,6,2,7,5,6,3,7,5,6,7,6,12,4,4,38,0
724,R_2PBUbP0TrsgRTe4,4,4,2,4,3,3,3,3,2,2,3,4,3,3,2,3,4,3,2,2,1,3,3,3,3,3,4,1,3,2,4,4,3,3,4,4,2,2,1,3,3,2,1,3,3,2,3,2,3,1,2,3,2,3,1,4,2,2,2,2,4,1,2,4,4,2,5,4,4,5,2,4,3,2,4,2,5,3,4,2,2,3,5,3,2,4,2,4,5,2,5,2,4,3,3,2,2,2,4,2,2,2,5,2,2,4,2,4,3,4,4,4,4,2,2,4,3,2,2,4,4,3,2,3,4,3,2,2,3,2,4,3,3,6,6,3,4,6,5,5,7,6,5,3,6,6,7,4,7,4,5,5,1,12,5,5,40,0
726,R_ByKju02L5H6HxaF,2,2,1,2,2,2,1,2,2,2,2,3,2,3,3,2,2,2,2,2,3,3,3,3,4,4,3,3,2,3,3,3,3,2,3,2,3,2,3,1,2,2,3,2,3,2,2,3,2,3,3,3,3,1,1,1,2,2,2,2,3,1,1,1,4,1,1,2,3,1,5,1,1,1,1,1,2,1,1,1,1,1,5,1,1,1,1,4,4,5,1,1,4,1,1,4,1,1,4,1,1,5,5,4,1,3,2,1,4,1,1,4,1,1,1,1,1,1,1,1,1,4,5,1,1,1,1,1,1,1,1,1,4,6,6,4,5,6,6,6,6,5,6,4,6,4,6,5,6,5,6,4,1,12,4,1,30,1
730,R_8GNGcQpCHFObkQN,2,2,2,3,3,2,2,2,2,2,4,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4,3,3,3,3,3,3,2,3,3,2,2,1,2,3,1,2,2,4,2,2,3,2,2,2,2,2,3,2,1,3,1,2,2,5,1,1,4,6,5,1,3,5,1,1,1,1,1,1,1,1,1,4,2,2,2,5,3,3,4,2,4,4,4,3,4,4,4,4,4,4,3,4,5,3,4,5,4,4,3,2,4,3,3,3,3,3,2,2,3,2,3,4,2,3,3,2,2,3,2,2,2,3,2,3,2,7,7,7,4,6,7,7,4,7,7,6,1,7,4,7,6,7,7,7,7,5,12,4,3,28,0
733,R_3RsHB5XX82HF11f,2,1,2,2,2,2,2,2,1,1,2,3,2,4,2,2,2,3,2,3,2,3,2,2,2,3,2,2,2,3,2,3,3,3,3,2,2,3,2,3,2,3,4,3,3,2,2,2,2,3,1,3,2,2,2,2,3,3,3,2,4,1,2,1,4,1,1,2,4,1,1,1,1,1,1,1,5,1,1,1,1,2,1,2,2,2,2,3,4,2,2,3,2,4,2,5,2,2,1,2,2,3,4,4,2,5,4,2,3,4,5,2,4,2,3,2,4,3,2,4,2,4,2,2,1,1,2,2,4,4,2,2,7,7,6,1,7,7,6,6,7,7,7,6,7,4,7,6,7,5,6,5,7,12,3,2,43,1
735,R_3nkZYfE8O2eDCAJ,2,2,2,1,2,1,2,2,2,2,3,3,3,3,2,2,3,2,3,2,3,3,3,3,3,3,3,4,3,3,4,3,4,3,4,4,3,3,3,4,2,2,2,4,3,2,2,2,2,2,3,3,2,3,2,3,2,2,2,2,4,3,4,4,5,3,4,3,5,1,1,1,1,1,1,2,4,3,3,1,2,2,3,2,2,2,2,3,3,2,3,4,3,3,3,5,3,4,4,4,4,4,5,4,4,4,5,4,4,5,4,4,3,4,3,3,3,2,3,4,4,3,5,3,2,2,2,4,3,3,3,3,6,7,6,5,7,5,7,6,7,6,5,4,7,2,6,5,7,4,6,5,1,12,6,5,42,1
736,R_1mPDA5jancKtmjG,2,1,2,2,3,3,2,4,3,2,3,2,3,3,2,3,3,2,3,3,2,2,2,3,3,2,2,1,2,3,1,1,2,2,2,2,2,2,2,3,2,1,2,2,3,2,3,2,1,1,4,2,3,2,2,2,2,2,2,2,4,2,2,3,5,2,2,2,4,5,2,2,5,5,5,4,4,2,4,4,2,2,4,4,3,4,3,4,4,4,2,2,4,3,3,3,2,2,2,3,2,4,2,4,4,2,3,2,1,3,2,2,2,1,1,2,2,2,4,2,1,1,2,2,3,2,2,2,3,2,2,2,6,6,5,2,6,4,6,4,6,6,5,5,6,6,6,4,6,6,5,6,1,12,6,3,38,0
738,R_2DP05u3a6cfPR1Z,1,1,1,3,1,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,1,1,1,4,2,3,1,1,2,3,3,3,2,3,4,3,2,3,4,2,2,2,4,2,4,1,1,3,2,3,2,2,2,3,3,3,3,3,3,3,5,2,3,3,6,3,4,3,5,2,1,1,1,1,1,2,2,3,1,1,1,1,5,1,3,1,2,3,3,3,1,4,2,2,3,5,3,2,2,2,1,3,4,2,1,4,4,3,4,4,4,3,3,2,2,4,3,3,1,4,3,4,3,4,2,3,1,2,3,4,3,4,7,7,7,4,7,7,7,7,7,6,5,5,7,4,7,5,7,6,6,7,1,12,3,2,34,1
740,R_2c786xQIpJCdV3L,3,1,3,2,4,1,3,3,3,2,2,2,2,3,3,2,2,3,2,1,2,2,1,2,4,3,3,2,1,2,3,2,1,2,3,3,2,3,2,3,2,2,2,3,3,1,2,3,3,2,4,2,3,3,2,3,3,2,2,2,5,2,3,3,5,4,2,4,5,3,2,3,1,2,2,1,1,2,2,2,1,4,3,2,2,4,2,2,2,4,2,1,2,3,2,3,4,3,4,3,1,4,2,2,2,2,2,3,1,4,4,1,2,1,2,1,3,2,2,3,3,2,1,2,2,1,3,1,2,1,1,1,6,3,6,5,4,6,7,5,6,6,5,3,6,6,6,6,6,5,6,6,1,12,4,3,46,0
744,R_PC1m0lIlZWSfOX7,2,1,2,2,3,3,3,3,3,1,1,2,1,2,1,2,2,1,1,1,3,3,2,2,2,3,2,1,1,2,1,4,4,2,2,2,1,2,3,2,2,3,1,4,3,4,1,2,2,3,3,3,4,3,3,3,3,3,3,3,4,1,2,2,6,1,2,4,5,1,1,1,1,1,1,2,4,2,3,4,2,1,4,4,2,4,4,3,3,5,3,4,2,3,2,3,2,4,5,3,3,3,3,2,4,2,4,3,4,3,2,2,2,3,2,5,4,3,3,4,3,2,4,4,3,3,3,1,3,3,3,2,7,7,7,7,7,7,7,7,7,6,7,1,7,2,7,5,7,7,7,7,1,12,5,7,36,0
744,R_2WMeSnJO9R2VFZr,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,4,4,4,3,3,4,1,4,3,1,4,4,1,4,1,1,3,2,1,1,3,2,3,4,2,2,2,3,2,3,3,1,3,3,2,1,3,3,4,5,2,1,1,5,2,5,1,5,1,1,1,1,1,1,1,4,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,4,1,4,3,5,4,2,1,1,2,1,1,1,1,2,1,4,1,2,4,1,4,5,4,1,1,1,2,1,2,4,1,7,6,7,4,7,4,7,4,7,7,7,6,7,7,6,5,7,7,7,7,1,12,3,5,47,1
744,R_2zdaTPHRKnyjE9w,3,3,2,1,3,2,4,2,3,1,3,3,3,2,3,3,2,3,2,3,3,3,2,2,4,4,3,3,3,4,3,3,2,3,3,3,2,3,2,2,3,1,1,2,2,3,1,2,2,1,2,4,3,4,4,4,4,4,4,4,4,2,3,2,5,2,3,2,3,2,1,2,3,3,4,2,4,2,3,4,4,3,4,2,2,1,2,4,3,4,4,3,2,4,2,3,4,4,4,2,4,3,4,4,4,4,5,4,2,3,4,4,3,2,2,5,2,4,1,2,2,4,5,2,4,4,5,4,2,4,4,3,6,6,6,4,5,6,6,6,7,7,5,4,7,5,7,4,7,4,6,6,6,12,6,5,35,1
